STATE,DISTRICT,AC NO.,AC NAME,CANDIDATE NAME,WINNER,SEX,ASSETS_in num,ASSETS_in_alph,ASSETS,QUALIFICATION,CRIMINAL CASES,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,%OVER TOTAL ELECTORS,TOTAL ELECTORS
NCT OF Delhi,South West Delhi,37,PALAM,NAGENDER SINGH,0,MALE,,,~,,,37,GENERAL,IND,Plastering Trowel,217,,217,0.138348,0.087599,247721
NCT OF Delhi,South West Delhi,37,PALAM,HARI RATTAN SOLANKI,0,MALE,,,~,,,37,GENERAL,IND,BUCKET,162,3,165,0.105195,0.066607,247721
NCT OF Delhi,South West Delhi,37,PALAM,SANTOSH CHOUDHARY,0,MALE,,,~,,,38,GENERAL,NYP,Laptop,162,,162,0.103283,0.065396,247721
NCT OF Delhi,South West Delhi,37,PALAM,JITENDAR KUMAR,0,MALE,,,~,,,46,GENERAL,IND,Gas Stove,118,,118,0.075231,0.047634,247721
NCT OF Delhi,South West Delhi,37,PALAM,RAJESH KUMAR,0,MALE,,,~,,,35,SC,RPI(A),Pen Stand,96,,96,0.061205,0.038753,247721
NCT OF Delhi,New Delhi,38,DELHI CANTT,Virender Singh Kadian,1,MALE,21060842,2 Crore+,21060842~2 Crore+,Post Graduate,,44,GENERAL,AAAP,Broom,28880,91,28971,49.16505,22.33641,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Manish Singh,0,MALE,,,~,,,33,GENERAL,BJP,Lotus,18259,122,18381,31.19336,14.17161,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Sandeep Tanwar,0,MALE,,,~,,,43,GENERAL,INC,Hand,7923,31,7954,13.49829,6.132472,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Nand Kishore Beniwal,0,MALE,9085000, 90 Lacs+,9085000~ 90 Lacs+,5th Pass,2,51,SC,BSP,Elephant,1822,1,1823,3.093711,1.405519,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Surender Singh,0,MALE,20371625,2 Crore+,20371625~2 Crore+,Graduate,3,42,GENERAL,NCP,Clock,904,4,908,1.540916,0.700061,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,NOTA,0,,,,~,,,,,NOTA,,276,4,280,0.475172,0.215878,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Sachin,0,MALE,,,~,,,38,SC,IND,Battery torch,161,,161,0.273224,0.12413,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Sachin Kumar,0,MALE,1243179,12 Lacs+,1243179~12 Lacs+,12th Pass,1,30,SC,BSNP,Wheel Barrow,127,,127,0.215525,0.097916,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Bir Singh Chauhan,0,MALE,,,~,,,51,GENERAL,IND,Tractor Chalata Kissan,84,,84,0.142552,0.064763,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Nagendra Kumar Tiwari,0,MALE,,,~,,,43,GENERAL,NYP,Laptop,81,,81,0.137461,0.06245,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Sanjeev Kumar,0,MALE,,,~,,,39,GENERAL,IND,Cauliflower,73,,73,0.123884,0.056282,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Ishwar,0,MALE,,,~,,,37,GENERAL,IND,Bat,47,,47,0.079761,0.036237,129703
NCT OF Delhi,New Delhi,38,DELHI CANTT,Manoj Bawan,0,MALE,,,~,,,39,GENERAL,IND,Gas Cylinder,36,,36,0.061094,0.027756,129703
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,RAGHAV CHADHA,1,MALE,1997979,19 Lacs+,1997979~19 Lacs+,Graduate,,31,GENERAL,AAAP,Broom,58943,192,59135,57.05643,33.36775,177222
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,SARDAR R P SINGH,0,MALE,192355223,19 Crore+,192355223~19 Crore+,12th Pass,1,58,GENERAL,BJP,Lotus,38876,201,39077,37.70346,22.04975,177222
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,ROCKY TUSEED,0,MALE,,,~,,,25,GENERAL,INC,Hand,3922,19,3941,3.802476,2.223765,177222
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,SATENDRA NARAYAN SINGH,0,MALE,,,~,,,54,GENERAL,PUJP,Violin,484,2,486,0.468917,0.274232,177222
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,NOTA,0,,,,~,,,,,NOTA,,463,4,467,0.450585,0.263511,177222
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,JAGDISH,0,MALE,,,~,,,51,SC,BSP,Elephant,379,3,382,0.368573,0.215549,177222
NCT OF Delhi,New Delhi,39,RAJINDER NAGAR,SHASHI RAJ,0,FEMALE,,,~,,,48,SC,BSNP,Wheel Barrow,155,,155,0.149552,0.087461,177222
NCT OF Delhi,New Delhi,40,NEW DELHI,ARVIND KEJRIWAL,1,MALE,34442870,3 Crore+,34442870~3 Crore+,Graduate Professional,13,51,GENERAL,AAAP,Broom,46526,232,46758,61.09761,31.99929,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SUNIL KUMAR YADAV,0,MALE,,,~,,,44,GENERAL,BJP,Lotus,24876,185,25061,32.74664,17.15074,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,ROMESH SABHARWAL,0,MALE,,,~,,,56,GENERAL,INC,Hand,3206,14,3220,4.2075,2.203638,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,NOTA,0,,,,~,,,,,NOTA,,392,3,395,0.516137,0.270322,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SAMPURNA NAND UNIYAL,0,MALE,,,~,,,45,GENERAL,JAVP,Pen Nib with Seven Rays,199,3,202,0.263949,0.138241,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,RAM GULAM,0,MALE,,,~,,,49,SC,BSP,Elephant,134,2,136,0.177708,0.093073,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SHEALENDERA SINGH,0,MALE,,,~,,,38,GENERAL,AnAP,HOCKEY and BALL,99,,99,0.129361,0.067752,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,YOGENDER SINGH,0,MALE,,,~,,,44,GENERAL,IND,Battery torch,87,,87,0.113681,0.059539,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,VIKAS SHARMA,0,MALE,,,~,,,35,GENERAL,IND,Pen Stand,67,,67,0.087547,0.045852,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SANNI KAUSHIK,0,MALE,,,~,,,25,GENERAL,IND,Ganna Kisan,66,,66,0.086241,0.045168,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,AJAY TIWARI,0,MALE,,,~,,,36,GENERAL,RTORP,Auto- Rickshaw,57,,57,0.074481,0.039009,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,Daya Shankar Agrawal,0,MALE,,,~,,,70,GENERAL,IND,CCTV Camera,41,,41,0.053574,0.028059,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,ASHOK AGYANI,0,MALE,,,~,,,50,GENERAL,BSNP,Wheel Barrow,36,1,37,0.048347,0.025321,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SANDEEP SRIVASTAVA,0,MALE,,,~,,,54,GENERAL,IND,CUTTING PLIERS,35,,35,0.045734,0.023953,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,MAHENDER SINGH,0,MALE,,,~,,,61,SC,PPID,Basket containing Fruits,28,,28,0.036587,0.019162,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,RAHUL KUMAR,0,MALE,,,~,,,33,GENERAL,IND,Laptop,25,,25,0.032667,0.017109,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,MEENA SURYAWANSHI,0,FEMALE,,,~,,,46,GENERAL,RPPRINAT,Diesel Pump,24,,24,0.03136,0.016425,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,M U DUA,0,MALE,,,~,,,55,GENERAL,AHNP,CHAPATI ROLLER,24,,24,0.03136,0.016425,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,ADITI SHARMA,0,FEMALE,,,~,,,29,GENERAL,HAMS,Telephone,21,1,22,0.028747,0.015056,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,KIRTI SINGH PANWAR,0,MALE,,,~,,,58,GENERAL,IND,Throwing a Javelin,21,,21,0.02744,0.014372,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,RAHUL BENIWAL,0,MALE,,,~,,,30,SC,IND,BUCKET,21,,21,0.02744,0.014372,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,RAMESH NARAIN SINGH,0,MALE,,,~,,,62,GENERAL,VSP,Cup & Saucer,19,,19,0.024827,0.013003,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,RAJBIR,0,MALE,,,~,,,63,SC,BHUDRP,Key,16,,16,0.020907,0.01095,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,PRATAP CHANDRA,0,MALE,,,~,,,50,GENERAL,RRP,Air Conditioner,15,,15,0.0196,0.010265,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SANT DHARMVEER CHOTIWALA,0,MALE,,,~,,,48,GENERAL,IND,Apple,14,,14,0.018293,0.009581,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,RAMESH KUMAR KHATRI,0,MALE,44836000,4 Crore+,44836000~4 Crore+,Graduate Professional,1,59,GENERAL,IND,Cauliflower,12,,12,0.01568,0.008212,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,NARENDER KUMAR BANSAL,0,MALE,,,~,,,68,GENERAL,BLPGL,Tractor Chalata Kissan,10,,10,0.013067,0.006844,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,AMIT SHARMA,0,MALE,,,~,,,35,GENERAL,VIJAYBHA,COMPUTER,9,,9,0.01176,0.006159,146122
NCT OF Delhi,New Delhi,40,NEW DELHI,SHIV KUMAR,0,MALE,,,~,,,37,GENERAL,IND,Chakki,9,,9,0.01176,0.006159,146122
NCT OF Delhi,South East Delhi,41,JANGPURA,PRAVEEN KUMAR,1,MALE,9185138,91 Lacs+,9185138~91 Lacs+,Post Graduate,1,35,GENERAL,AAAP,Broom,45086,47,45133,50.88103,30.83213,146383
NCT OF Delhi,South East Delhi,41,JANGPURA,IMPREET SINGH BAKSHI,0,MALE,,,~,,,37,GENERAL,BJP,Lotus,28995,75,29070,32.77229,19.85886,146383
NCT OF Delhi,South East Delhi,41,JANGPURA,TARVINDER SINGH MARWAH,0,MALE,426317790,42 Crore+,426317790~42 Crore+,12th Pass,1,60,GENERAL,INC,Hand,13548,17,13565,15.29261,9.266786,146383
NCT OF Delhi,South East Delhi,41,JANGPURA,NOTA,0,,,,~,,,,,NOTA,,416,3,419,0.472363,0.286235,146383
NCT OF Delhi,South East Delhi,41,JANGPURA,SUBHASH,0,MALE,,,~,,,56,GENERAL,BSP,Elephant,247,,247,0.278457,0.168735,146383
NCT OF Delhi,South East Delhi,41,JANGPURA,CHANDRASHEKHAR SINGH,0,MALE,,,~,,,39,GENERAL,IND,CCTV Camera,156,,156,0.175868,0.10657,146383
NCT OF Delhi,South East Delhi,41,JANGPURA,MOHD. ASLAM,0,MALE,4913338,49 Lacs+,4913338~49 Lacs+,5th Pass,2,43,GENERAL,IND,Pressure Cooker,113,,113,0.127391,0.077195,146383
NCT OF Delhi,South East Delhi,42,KASTURBA NAGAR,MADAN LAL,1,MALE,31658351,3 Crore+,31658351~3 Crore+,Post Graduate,2,63,GENERAL,AAAP,Broom,37039,61,37100,40.4536,24.17174,153485
NCT OF Delhi,South East Delhi,42,KASTURBA NAGAR,RAVINDER CHOUDHRY,0,MALE,,,~,,,49,GENERAL,BJP,Lotus,33798,137,33935,37.00251,22.10965,153485
NCT OF Delhi,South East Delhi,42,KASTURBA NAGAR,ABHISHEK DUTT,0,MALE,,,~,,,40,GENERAL,INC,Hand,19586,62,19648,21.42405,12.80125,153485
NCT OF Delhi,South East Delhi,42,KASTURBA NAGAR,NOTA,0,,,,~,,,,,NOTA,,463,,463,0.504852,0.301658,153485
NCT OF Delhi,South East Delhi,42,KASTURBA NAGAR,KHEM CHAND,0,MALE,238000,2 Lacs+,238000~2 Lacs+,8th Pass,1,56,SC,BSP,Elephant,282,1,283,0.308581,0.184383,153485
NCT OF Delhi,South East Delhi,42,KASTURBA NAGAR,SUMAN LATA KATIYAR,0,FEMALE,,,~,,,55,GENERAL,AJPI,Helicopter,281,,281,0.306401,0.18308,153485
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,SOMNATH BHARTI,1,MALE,14252677,1 Crore+,14252677~1 Crore+,Post Graduate,6,45,GENERAL,AAAP,Broom,51941,102,52043,57.96854,34.13954,152442
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,SHAILENDER SINGH,0,MALE,284234308,28 Crore+,284234308~28 Crore+,Graduate,1,46,GENERAL,BJP,Lotus,33690,209,33899,37.75869,22.23731,152442
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,NEETU VERMA SOIN,0,FEMALE,,,~,,,41,GENERAL,INC,Hand,2835,21,2856,3.18118,1.873499,152442
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,NOTA,0,,,,~,,,,,NOTA,,548,1,549,0.611508,0.360137,152442
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,GYAN CHAND GAUTAM,0,MALE,,,~,,,56,SC,BSP,Elephant,227,2,229,0.255074,0.150221,152442
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,MOBIN ALI,0,MALE,60877374,6 Crore+,60877374~6 Crore+,10th Pass,1,44,GENERAL,SHS,Bow & Arrow,115,,115,0.128094,0.075439,152442
NCT OF Delhi,South Delhi,43,MALVIYA NAGAR,KAMAL SINGH,0,MALE,,,~,,,69,GENERAL,IND,Auto- Rickshaw,87,,87,0.096906,0.057071,152442
NCT OF Delhi,New Delhi,44,R K PURAM,PRAMILA TOKAS,1,FEMALE,808875775,80 Crore+,808875775~80 Crore+,12th Pass,2,42,GENERAL,AAAP,Broom,46945,263,47208,52.451,29.90195,157876
NCT OF Delhi,New Delhi,44,R K PURAM,ANIL KUMAR SHARMA,0,MALE,56729047,5 Crore+,56729047~5 Crore+,Graduate,1,48,GENERAL,BJP,Lotus,36528,311,36839,40.9304,23.33414,157876
NCT OF Delhi,New Delhi,44,R K PURAM,PRIYANKA SINGH,0,FEMALE,,,~,,,41,GENERAL,INC,Hand,3216,21,3237,3.596507,2.050343,157876
NCT OF Delhi,New Delhi,44,R K PURAM,MAHIPAL SINGH,0,MALE,21422919,2 Crore+,21422919~2 Crore+,10th Pass,2,57,GENERAL,IND,Bat,1548,3,1551,1.723257,0.982417,157876
NCT OF Delhi,New Delhi,44,R K PURAM,NOTA,0,,,,~,,,,,NOTA,,523,4,527,0.58553,0.333806,157876
NCT OF Delhi,New Delhi,44,R K PURAM,NAGESHWAR DAS,0,MALE,,,~,,,48,SC,BSP,Elephant,297,4,301,0.33443,0.190656,157876
NCT OF Delhi,New Delhi,44,R K PURAM,MUKESH,0,MALE,,,~,,,50,SC,BSNP,Wheel Barrow,181,,181,0.201102,0.114647,157876
NCT OF Delhi,New Delhi,44,R K PURAM,KUMAR SHEODHVJ RATNA,0,MALE,823000,8 Lacs+,823000~8 Lacs+,Graduate,1,42,GENERAL,IND,Pineapple,160,,160,0.17777,0.101345,157876
NCT OF Delhi,South Delhi,45,MEHRAULI,NARESH YADAV,1,MALE,268143370,26 Crore+,268143370~26 Crore+,Graduate Professional,2,47,GENERAL,AAAP,Broom,62301,116,62417,54.27235,30.62599,203804
NCT OF Delhi,South Delhi,45,MEHRAULI,KUSUM KHATRI,0,FEMALE,,,~,,,51,GENERAL,BJP,Lotus,44085,171,44256,38.48114,21.71498,203804
NCT OF Delhi,South Delhi,45,MEHRAULI,A A MAHENDER CHAUDHARY,0,MALE,10219542,1 Crore+,10219542~1 Crore+,Graduate,4,35,GENERAL,INC,Hand,6936,16,6952,6.044849,3.41112,203804
NCT OF Delhi,South Delhi,45,MEHRAULI,NOTA,0,,,,~,,,,,NOTA,,592,1,593,0.515621,0.290966,203804
NCT OF Delhi,South Delhi,45,MEHRAULI,KAMAL SINGH,0,MALE,,,~,,,45,SC,BSP,Elephant,465,5,470,0.408671,0.230614,203804
NCT OF Delhi,South Delhi,45,MEHRAULI,D K CHOPRA,0,MALE,9180000,91 Lacs+,9180000~91 Lacs+,Graduate,1,66,GENERAL,?AIFB,Lion,163,,163,0.141731,0.079979,203804
NCT OF Delhi,South Delhi,45,MEHRAULI,JAI SINGH UJJAIN,0,MALE,,,~,,,35,GENERAL,SWARAJ,Whistle,156,,156,0.135644,0.076544,203804
NCT OF Delhi,South Delhi,46,CHHATARPUR,KARTAR SINGH TANWAR,1,MALE,238475327,23 Crore+,238475327~23 Crore+,Others,,57,GENERAL,AAAP,Broom,69288,123,69411,49.12905,31.73277,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,BRAHM SINGH TANWAR,0,MALE,663233914,66 Crore+,663233914~66 Crore+,8th Pass,1,67,GENERAL,BJP,Lotus,65530,161,65691,46.49604,30.03209,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,SATISH LOHIA,0,MALE,561700000,56 Crore+,561700000~56 Crore+,8th Pass,3,49,GENERAL,INC,Hand,3857,17,3874,2.742014,1.771085,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,NOTA,0,,,,~,,,,,NOTA,,707,2,709,0.50183,0.324135,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,RAM KHELAVAN,0,MALE,,,~,,,52,GENERAL,PBI,FLUTE,408,,408,0.288782,0.186526,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,SURAJ BHARTI,0,MALE,,,~,,,37,GENERAL,BSP,Elephant,363,6,369,0.261178,0.168697,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,HARSH NATH VERMA,0,MALE,,,~,,,61,GENERAL,IND,Window,216,,216,0.152885,0.098749,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,RANA SUJEET SINGH,0,MALE,20134379,2 Crore+,20134379~2 Crore+,Graduate Professional,2,38,GENERAL,NCP,Clock,177,,177,0.12528,0.080919,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,ROHIT,0,MALE,,,~,,,30,GENERAL,IND,Gas Stove,101,,101,0.071488,0.046174,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,SANGEETA SINGH,0,FEMALE,,,~,,,44,GENERAL,RRP,Auto- Rickshaw,96,,96,0.067949,0.043889,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,DINESH TANWAR,0,MALE,10094621,1 Crore+,10094621~1 Crore+,10th Pass,1,41,GENERAL,IND,Cauliflower,79,,79,0.055916,0.036117,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,RAM PRIYE THAKUR,0,MALE,,,~,,,55,GENERAL,SatBP,Black Board,76,1,77,0.054501,0.035202,218736
NCT OF Delhi,South Delhi,46,CHHATARPUR,SEEMA VERMA,0,FEMALE,,,~,,,41,GENERAL,INDPJC,Rubber Stamp,73,2,75,0.053085,0.034288,218736
NCT OF Delhi,South Delhi,47,DEOLI(SC),PRAKASH @ PRAKASH JARWAL,1,MALE,2564729,25 Lacs+,2564729~25 Lacs+,Post Graduate,3,31,SC,AAAP,Broom,92458,117,92575,61.58692,39.10606,236728
NCT OF Delhi,South Delhi,47,DEOLI(SC),ARVIND KUMAR,0,MALE,8065301,80 Lacs+,8065301~80 Lacs+,10th Pass,1,45,SC,BJP,Lotus,52299,103,52402,34.86123,22.13595,236728
NCT OF Delhi,South Delhi,47,DEOLI(SC),ARVINDER SINGH,0,MALE,,,~,,,55,SC,INC,Hand,2700,11,2711,1.803534,1.145196,236728
NCT OF Delhi,South Delhi,47,DEOLI(SC),RAVI KUMAR,0,MALE,,,~,,,35,SC,BSP,Elephant,1029,3,1032,0.686554,0.435943,236728
NCT OF Delhi,South Delhi,47,DEOLI(SC),NOTA,0,,,,~,,,,,NOTA,,702,1,703,0.467681,0.296965,236728
NCT OF Delhi,South Delhi,47,DEOLI(SC),DAL CHAND KAPIL,0,MALE,4782993,47 Lacs+,4782993~47 Lacs+,Graduate Professional,1,58,SC,SDPI,Gas Cylinder,474,,474,0.315336,0.20023,236728
NCT OF Delhi,South Delhi,47,DEOLI(SC),RADHY SHYAM,0,MALE,,,~,,,49,SC,BSNP,Wheel Barrow,418,1,419,0.278746,0.176996,236728
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),AJAY DUTT,1,MALE,28366215,2 Crore+,28366215~2 Crore+,Post Graduate,1,44,SC,AAAP,Broom,62647,224,62871,62.24667,39.98842,157223
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),KHUSHIRAM CHUNAR,0,MALE,,,~,,,45,SC,BJP,Lotus,34394,150,34544,34.20096,21.97134,157223
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),YADURAJ CHOUDHARY,0,MALE,,,~,,,40,SC,INC,Hand,2127,11,2138,2.116769,1.359852,157223
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),SATISH,0,MALE,,,~,,,32,SC,BSP,Elephant,616,4,620,0.613843,0.394344,157223
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),NOTA,0,,,,~,,,,,NOTA,,493,3,496,0.491075,0.315475,157223
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),RASHMI RAIKWAR,0,FEMALE,,,~,,,29,SC,IND,Boat with Man and Sail,249,1,250,0.247517,0.15901,157223
NCT OF Delhi,South Delhi,48,AMBEDKAR NAGAR(SC),NARESH KUMAR CHANDALIYA,0,MALE,,,~,,,55,SC,RJAP,Cup & Saucer,83,1,84,0.083166,0.053427,157223
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,DINESH MOHANIYA,1,MALE,3528046,35 Lacs+,3528046~35 Lacs+,Graduate Professional,2,42,GENERAL,AAAP,Broom,75307,38,75345,64.5818,39.85643,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Shiv Charan Lal Gupta,0,MALE,,,~,,,66,GENERAL,JD(U),Arrow,32803,20,32823,28.13416,17.3629,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Suresh Choudhary,0,MALE,,,~,,,44,GENERAL,BSP,Elephant,2927,3,2930,2.511443,1.549928,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Poonam Azad,0,FEMALE,,,~,,,53,GENERAL,INC,Hand,2601,3,2604,2.232013,1.377479,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,NOTA,0,,,,~,,,,,NOTA,,870,2,872,0.747433,0.461276,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Rambhavan Ojha,0,MALE,,,~,,,44,GENERAL,MaNPa,Tooth Brush,615,,615,0.527146,0.325326,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,MAYA,0,FEMALE,,,~,,,44,GENERAL,IND,FLUTE,540,,540,0.46286,0.285652,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Kali Paswan,0,MALE,,,~,,,60,GENERAL,PPID,Basket containing Fruits,500,,500,0.428574,0.264493,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Sachin Choudhary,0,MALE,,,~,,,25,GENERAL,IND,Battery torch,293,,293,0.251144,0.154993,189041
NCT OF Delhi,South East Delhi,49,SANGAM VIHAR,Harit Kumar,0,MALE,,,~,,,25,GENERAL,SSBDP,Matchbox,143,1,144,0.123429,0.076174,189041
NCT OF Delhi,New Delhi,50,GREATER KAILASH,SAURABH BHARADWAJ,1,MALE,10965258,1 Crore+,10965258~1 Crore+,Graduate Professional,,40,GENERAL,AAAP,Broom,60231,141,60372,55.61779,33.41876,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,SHIKHA ROY,0,FEMALE,,,~,,,55,GENERAL,BJP,Lotus,43398,165,43563,40.13248,24.11419,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,SUKHBIR SINGH PANWAR,0,MALE,,,~,,,64,GENERAL,INC,Hand,3319,20,3339,3.076059,1.848295,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,NOTA,0,,,,~,,,,,NOTA,,586,,586,0.539853,0.324379,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,SHOBHA DHAR,0,FEMALE,,,~,,,46,GENERAL,PBI,FLUTE,281,1,282,0.259793,0.1561,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,RAJBIR SINGH,0,MALE,,,~,,,63,GENERAL,BSP,Elephant,213,1,214,0.197148,0.118459,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,LUKMAN KHAN,0,MALE,,,~,,,58,GENERAL,IND,Pressure Cooker,105,1,106,0.097653,0.058676,180653
NCT OF Delhi,New Delhi,50,GREATER KAILASH,RAJIV GUPTA,0,MALE,,,~,,,43,GENERAL,IND,Vacuum Cleaner,86,,86,0.079228,0.047605,180653
NCT OF Delhi,South East Delhi,51,KALKAJI,ATISHI,1,FEMALE,14121663,1 Crore+,14121663~1 Crore+,Post Graduate,1,38,GENERAL,AAAP,Broom,55833,64,55897,52.28416,30.0667,185910
NCT OF Delhi,South East Delhi,51,KALKAJI,DHARAMBIR SINGH,0,MALE,,,~,,,56,GENERAL,BJP,Lotus,44411,93,44504,41.62754,23.93846,185910
NCT OF Delhi,South East Delhi,51,KALKAJI,SHIVANI CHOPRA,0,FEMALE,,,~,,,40,GENERAL,INC,Hand,4956,9,4965,4.644093,2.670647,185910
NCT OF Delhi,South East Delhi,51,KALKAJI,NOTA,0,,,,~,,,,,NOTA,,550,1,551,0.515387,0.29638,185910
NCT OF Delhi,South East Delhi,51,KALKAJI,JAY PRAKASH SHARMA,0,MALE,,,~,,,44,GENERAL,BSP,Elephant,473,,473,0.442428,0.254424,185910
NCT OF Delhi,South East Delhi,51,KALKAJI,PARVESH KUMAR,0,MALE,,,~,,,55,GENERAL,SWARAJ,Whistle,301,,301,0.281545,0.161906,185910
NCT OF Delhi,South East Delhi,51,KALKAJI,DR. SUMAN YADAV,0,FEMALE,,,~,,,43,GENERAL,PSJP,FLUTE,219,,219,0.204845,0.117799,185910
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,SAHIRAM,1,MALE,13609008,1 Crore+,13609008~1 Crore+,10th Pass,3,59,GENERAL,AAAP,Broom,58838,67,58905,54.50533,33.15379,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,VIKRAM BIDHURI,0,MALE,7868332,78 Lacs+,7868332~78 Lacs+,Graduate,2,43,GENERAL,BJP,Lotus,45093,54,45147,41.77493,25.41031,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,SHUBHAM SHARMA,0,MALE,2130180,21 Lacs+,2130180~21 Lacs+,12th Pass,1,29,GENERAL,INC,Hand,1337,5,1342,1.241765,0.755324,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,MANOJ KUMAR RAY,0,MALE,10824134,1 Crore+,10824134~1 Crore+,10th Pass,1,36,GENERAL,BSP,Elephant,1312,4,1316,1.217707,0.740691,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,NOTA,0,,,,~,,,,,NOTA,,383,1,384,0.355319,0.216129,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,ANITA KUMARI,0,FEMALE,,,~,,,38,GENERAL,IND,Auto- Rickshaw,268,,268,0.247983,0.15084,177672
NCT OF Delhi,South East Delhi,52,TUGHLAKABAD,HANSRAJ NAGAR,0,MALE,,,~,,,41,GENERAL,IND,Bat,236,,236,0.218373,0.132829,177672
